DepMap_ID	Subtype	lineage_subtype	lineage_sub_subtype	model_id	gene_symbol
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	NCOR1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	FLCN
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	NF1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	NF1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	STAT5B
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	RNF43
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	PPM1D
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	DNM2
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	SMARCA4
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	ZNF429
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	KMT2B
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	KMT2B
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	ARHGAP35
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	BAX
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	MSH6
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	FOXD4L1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	ACVR2A
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	BMPR2
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	PTPRT
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	EP300
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	EP300
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	CTNNB1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	CACNA1D
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	FLT4
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	LATS1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	QKI
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	KMT2C
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	KMT2C
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	RUNX1T1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	CDKN2A
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	WNK2
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	BCOR
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	BCORL1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	CDC73
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	ATM
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	CHD4
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	KRAS
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	FOXO1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	ERCC5
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	NIN
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	ZNF429
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	PPP2R1A
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	ACVR2A
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	PLCG1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	MCM3AP
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	MLH1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	PIK3CA
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	FAT2
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	FLT4
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	CUX1
ACH-000971	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00783	PREX2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	KMT2C
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	KMT2C
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	RSPH10B2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ARID1B
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	EPHA7
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ATR
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	DGCR8
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	CLTCL1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	BCORL1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	IRS4
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ATRX
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ATRX
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ATRX
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ATRX
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	FOXO4
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ZXDB
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	WAS
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	KDM6A
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	USP9X
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ASXL1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	BAX
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	KMT2B
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	KMT2B
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	STK11
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	AXIN2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	RNF43
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	RNF43
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	STAT5B
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NCOR1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NCOR1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	CTCF
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NIPBL
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NIPBL
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	PALB2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	TSC2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	PCDH17
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	CDX2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	RNF6
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NCOR2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	KMT2D
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	BCL9L
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	BCL9L
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	FAT3
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	DDB2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NFE2L2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ACVR2A
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ACVR2A
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	HTRA2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	MSH6
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	PTEN
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	GATA3
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ARNT
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	JAK1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	JAK1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	ARID1A
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	EPHA2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	EPHA2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	SPEN
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	PRDM2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	RPL22
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	FES
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	BLM
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	MGA
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NRG1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	WRN
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	FOXO3
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	HSP90AB1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	FLT4
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	PIK3CA
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	FAT1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	GATA2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	MLH1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	EP300
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	SMARCA4
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	KMT2B
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NF1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	TP53
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	HERC2
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	RBFOX1
ACH-000972	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01609	NRAS
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	CASZ1
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	NOTCH2
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	MSH6
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	MSH6
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	ASXL1
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	KMT2C
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	ARHGEF10L
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	ATP1A1
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	PTPN14
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	PTEN
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	PTEN
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	NXF1
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	ATM
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	KMT2D
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	RB1
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	RB1
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	TP53
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	CLTC
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	SMARCA4
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	EP300
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	EP300
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	MECOM
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	FGFR3
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	RASA1
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	IRF4
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	TRRAP
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	KMT2C
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	KAT6A
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	CDKN2A
ACH-000973	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00999	CDKN2A
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	RPL22
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	SPEN
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ARID1A
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ARID1A
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	GATA3
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	PTEN
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	PTEN
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ARID2
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	NIN
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	B2M
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	B2M
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	BRD7
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	KLHL36
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	STAT5B
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ETV4
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	DAZAP1
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	KMT2B
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	KMT2B
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	CBLC
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ARHGAP35
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	DNMT3A
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	MSH6
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	HTRA2
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	MAP2
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ASXL1
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	TRRAP
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	WRN
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	UBR5
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ZRSR2
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ATRX
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	CREBBP
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	CTCF
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	MEF2B
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	BIRC6
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	MSH6
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	FN1
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	MYH9
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	EP300
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	ATG7
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	CTNNB1
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	GNAI2
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	POLQ
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	GMPS
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	PIK3CA
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	HLA-B
ACH-000974	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM00373	CARD11
ACH-000975	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01600	NA
ACH-000976	Cholangiocarcinoma, intrahepatic	cholangiocarcinoma	intrahepatic	SIDM00587	KRAS
ACH-000976	Cholangiocarcinoma, intrahepatic	cholangiocarcinoma	intrahepatic	SIDM00587	CLIP1
ACH-000976	Cholangiocarcinoma, intrahepatic	cholangiocarcinoma	intrahepatic	SIDM00587	TP53
ACH-000976	Cholangiocarcinoma, intrahepatic	cholangiocarcinoma	intrahepatic	SIDM00587	SETD2
ACH-000976	Cholangiocarcinoma, intrahepatic	cholangiocarcinoma	intrahepatic	SIDM00587	FBXW7
ACH-000976	Cholangiocarcinoma, intrahepatic	cholangiocarcinoma	intrahepatic	SIDM00587	KMT2D
ACH-000976	Cholangiocarcinoma, intrahepatic	cholangiocarcinoma	intrahepatic	SIDM00587	MSH6
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	NOTCH2
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	RET
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	MEN1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	BIRC3
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	ATM
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	CHD4
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	DUSP16
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	PTPRB
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	CLIP1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	MGA
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	MAF
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	PER1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	MALT1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	BCL11A
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	ERBB4
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	PTPRT
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	RHOA
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	KDR
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	PIK3R1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	ARID1B
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	CUX1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	CUX1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	KMT2C
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	KDM6A
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	KDM6A
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	AR
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	RPL22
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	ARID1A
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	JAK1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	JAK1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	PTEN
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	FAT3
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	DUSP16
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	RNF6
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	HERC2
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	CRTC1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	CRTC1
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	KMT2B
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	BAX
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	ACVR2A
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	PTPRT
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	SETD2
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	HOXA11
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	KMT2C
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	KMT2C
ACH-000977	Adenocarcinoma	prostate_adenocarcinoma		SIDM00683	AMER1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	RPL22
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	CAMTA1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	EPHA2
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	ARHGEF10L
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	ARID1A
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	ARID1A
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	CDKN2C
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	JAK1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	BCL10
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	NTRK1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	EGR2
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	TET1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	PTEN
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	PTEN
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	CREB3L1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	CREB3L1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	ATM
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	PTPN6
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	ZCRB1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	KMT2D
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	BRCA2
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	BRCA2
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	NBEA
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	ERCC5
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	CCNB1IP1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	ARHGAP5
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	DICER1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	INO80
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	CHD2
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	NCOR1
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	FLCN
ACH-000978	Endometrial Adenocarcinoma	endometrial_adenocarcinoma		SIDM01045	NF1
